 =======================================================================================================================
 Table: Nuclear properties of UNEDF1 model for B=4*10^17 G predicted by Skyrme3D code
 Authors: Wei jiang, Yan-jun Chen and Yu Guo
 Article: Symmetry energy effects on the outer crusts of non-accreting magnetars.   doi:???
 =======================================================================================================================
 
 --------------------------------------------------------------------------------------------------------------------
 Note:
 This is a highly detailed table predicting the properties of 4553 nuclides (Z = 26~124, N/A = 0.53~0.73)
 within the neutron drip line, including superheavy nuclei.
 --------------------------------------------------------------------------------------------------------------------
 
-------------------------------------------------------------------
         Table: Explanation of Symbols       
-------------------------------------------------------------------
 Symbol      |     unit          Description          
-------------------------------------------------------------------
      Z      |                 Proton number
      N      |                Neutron number
      A      |                   Mass number
      BE     |     MeV        Binding energy
      Rn     |     fm        The root mean-square radii of neutron
      Rp     |     fm        The root mean-square radii of proton
      Rt     |     fm  The root mean-square radii of total mass distribution
     beta    |                 Deformation parameter
    gamma    |     Degree       Triaxiality
-------------------------------------------------------------------
 
 
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  26   Fe
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   27        30        57           508.335          3.700          3.700           3.71           0.06           38.7
   27        31        58           515.585          3.800          3.700           3.73           0.03           19.2
   27        32        59           526.600          3.800          3.700           3.77           0.09           21.9
   27        33        60           536.530          3.800          3.700           3.79           0.07           19.0
   27        34        61           536.915          3.900          3.800           3.83           0.10           59.4
   27        35        62           551.115          3.900          3.800           3.84           0.08           53.0
   27        36        63           557.900          3.900          3.800           3.87           0.08           42.7
   27        37        64           566.875          4.000          3.800           3.89           0.07           28.2
   27        38        65           573.350          4.000          3.800           3.91           0.06           58.2
   27        39        66           579.725          4.000          3.800           3.94           0.04            4.6
   27        40        67           581.315          4.000          3.800           3.96           0.01           15.0
   27        41        68           587.745          4.100          3.800           3.98           0.07            5.7
   27        42        69           591.820          4.100          3.800           4.01           0.04            3.6
   27        43        70           603.020          4.200          3.900           4.04           0.11            5.0
   27        44        71           603.640          4.200          3.900           4.06           0.09            2.6
   27        45        72           610.075          4.200          3.900           4.08           0.11            1.7
   27        46        73           614.415          4.200          3.900           4.11           0.10            0.4
   27        47        74           620.260          4.200          3.900           4.12           0.09            0.8
   27        48        75           618.970          4.300          3.900           4.14           0.09            2.4
   27        49        76           624.845          4.300          3.900           4.15           0.04            5.4
   27        50        77           629.290          4.300          3.900           4.17           0.01           51.0
   27        51        78           634.020          4.400          3.900           4.23           0.07           20.4
   27        52        79           631.750          4.400          3.900           4.26           0.07           42.9
   27        53        80           634.760          4.500          4.000           4.31           0.06           37.8
   27        54        81           640.130          4.500          4.000           4.32           0.06           55.1
   27        55        82           637.015          4.500          4.000           4.36           0.04           58.1
   27        56        83           636.310          4.600          4.000           4.40           0.05           44.0
   27        57        84           647.610          4.600          4.000           4.44           0.03           25.0
   27        58        85           646.145          4.700          4.000           4.48           0.04           49.9
   27        59        86           640.990          4.800          4.000           4.57           0.02           33.0
   27        60        87           648.565          4.800          4.000           4.60           0.03           57.9
   27        61        88           646.690          5.000          4.000           4.72           0.01           10.3
   27        62        89           646.750          5.000          4.000           4.74           0.01           38.7
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  28   Ni
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   28        30        58           513.335          3.700          3.700           3.73           0.05           44.4
   28        31        59           525.760          3.800          3.700           3.75           0.01           48.4
   28        32        60           530.310          3.800          3.800           3.78           0.08           34.3
   28        33        61           542.555          3.800          3.800           3.80           0.07           59.6
   28        34        62           555.095          3.900          3.800           3.84           0.11           57.6
   28        35        63           558.710          3.900          3.800           3.85           0.07           54.0
   28        36        64           570.495          3.900          3.800           3.88           0.07           46.9
   28        37        65           574.260          4.000          3.800           3.90           0.06           45.3
   28        38        66           583.650          4.000          3.800           3.92           0.06           57.3
   28        39        67           590.360          4.000          3.800           3.94           0.03           22.1
   28        40        68           597.420          4.000          3.800           3.96           0.01           55.3
   28        41        69           602.755          4.100          3.900           3.99           0.06           22.9
   28        42        70           615.965          4.100          3.900           4.01           0.04           10.9
   28        43        71           615.745          4.100          3.900           4.04           0.09           15.0
   28        44        72           623.425          4.200          3.900           4.06           0.07            5.3
   28        45        73           628.510          4.200          3.900           4.08           0.08            3.5
   28        46        74           633.260          4.200          3.900           4.10           0.09            0.3
   28        47        75           639.945          4.200          3.900           4.12           0.08            2.0
   28        48        76           639.785          4.300          3.900           4.14           0.07            2.3
   28        49        77           643.645          4.300          3.900           4.15           0.03            2.0
   28        50        78           649.425          4.300          3.900           4.17           0.02           58.5
   28        51        79           652.400          4.400          4.000           4.22           0.06           20.3
   28        52        80           656.365          4.400          4.000           4.24           0.07           38.0
   28        53        81           658.495          4.500          4.000           4.29           0.06           38.2
   28        54        82           658.505          4.500          4.000           4.31           0.06           49.9
   28        55        83           656.945          4.500          4.000           4.34           0.04           56.5
   28        56        84           658.800          4.600          4.000           4.38           0.05           46.2
   28        57        85           664.705          4.600          4.000           4.41           0.02           28.5
   28        58        86           661.680          4.700          4.000           4.48           0.04           47.2
   28        59        87           666.045          4.800          4.000           4.53           0.03           39.8
   28        60        88           660.530          4.800          4.000           4.57           0.04           58.2
   28        61        89           668.040          4.900          4.000           4.65           0.01            2.4
   28        62        90           668.540          5.000          4.000           4.72           0.01           57.2
   28        63        91           670.740          5.200          4.000           4.84           0.05           56.2
   28        64        92           667.035          5.200          4.000           4.88           0.04           55.3
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  29   Cu
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   29        40        69           611.635          4.100          3.900           4.03           0.22            5.1
   29        41        70           617.645          4.100          3.900           3.99           0.05           42.2
   29        42        71           618.165          4.100          3.900           4.02           0.03           10.1
   29        43        72           627.890          4.100          3.900           4.04           0.07           14.6
   29        44        73           637.295          4.200          3.900           4.06           0.06            6.4
   29        45        74           641.095          4.200          3.900           4.08           0.07            7.8
   29        46        75           647.870          4.200          3.900           4.10           0.07            0.3
   29        47        76           651.570          4.200          3.900           4.12           0.06            3.3
   29        48        77           651.185          4.200          4.000           4.14           0.06            4.1
   29        49        78           660.215          4.300          4.000           4.15           0.02           13.3
   29        50        79           662.610          4.300          4.000           4.17           0.02           56.1
   29        51        80           669.635          4.300          4.000           4.22           0.06           25.0
   29        52        81           674.305          4.400          4.000           4.24           0.06           40.8
   29        53        82           676.775          4.400          4.000           4.28           0.05           40.6
   29        54        83           677.800          4.500          4.000           4.30           0.05           51.3
   29        55        84           680.060          4.500          4.000           4.33           0.03           57.7
   29        56        85           686.195          4.500          4.000           4.36           0.05           48.9
   29        57        86           686.340          4.600          4.000           4.40           0.02           45.7
   29        58        87           684.110          4.600          4.000           4.43           0.08           56.9
   29        59        88           688.740          4.700          4.000           4.48           0.02           59.2
   29        60        89           688.995          4.800          4.000           4.53           0.04           47.2
   29        61        90           689.610          4.800          4.000           4.61           0.02           40.7
   29        62        91           688.290          4.800          4.100           4.62           0.06           59.2
   29        63        92           693.085          5.100          4.100           4.79           0.04           56.6
   29        64        93           692.495          5.000          4.100           4.74           0.04           51.6
   29        65        94           690.330          5.000          4.100           4.75           0.02           57.1
   29        66        95           689.680          5.100          4.100           4.79           0.03           57.8
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  30   Zn
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   30        40        70           621.645          4.100          4.000           4.05           0.22            4.8
   30        41        71           626.460          4.100          3.900           4.00           0.03           46.2
   30        42        72           635.790          4.100          3.900           4.02           0.02           13.7
   30        43        73           641.905          4.100          3.900           4.04           0.04            7.3
   30        44        74           648.535          4.200          3.900           4.07           0.05            4.8
   30        45        75           654.735          4.200          3.900           4.09           0.06            4.5
   30        46        76           661.330          4.200          4.000           4.11           0.07            2.5
   30        47        77           665.515          4.200          4.000           4.12           0.06            1.2
   30        48        78           673.445          4.200          4.000           4.14           0.06            9.1
   30        49        79           676.990          4.300          4.000           4.15           0.02            7.1
   30        50        80           680.655          4.300          4.000           4.17           0.01           55.0
   30        51        81           685.910          4.300          4.000           4.22           0.05           27.0
   30        52        82           690.480          4.400          4.000           4.24           0.07           44.1
   30        53        83           690.775          4.400          4.000           4.28           0.04           41.0
   30        54        84           697.865          4.400          4.000           4.30           0.05           51.7
   30        55        85           700.730          4.500          4.000           4.32           0.03           56.9
   30        56        86           702.360          4.500          4.000           4.35           0.04           47.3
   30        57        87           705.030          4.600          4.000           4.39           0.04           51.7
   30        58        88           707.255          4.600          4.100           4.43           0.08           47.1
   30        59        89           709.175          4.700          4.000           4.46           0.02           52.7
   30        60        90           705.805          4.700          4.100           4.50           0.05           44.8
   30        61        91           709.915          4.700          4.100           4.52           0.04           58.4
   30        62        92           713.300          4.800          4.100           4.55           0.06           58.3
   30        63        93           712.280          4.800          4.100           4.61           0.03           48.2
   30        64        94           711.535          4.800          4.100           4.63           0.04           49.3
   30        65        95           713.325          5.000          4.100           4.72           0.01           57.9
   30        66        96           712.005          4.900          4.100           4.69           0.03           59.3
   30        67        97           715.550          4.900          4.200           4.70           0.01           41.1
   30        68        98           713.880          5.000          4.200           4.74           0.02           50.6
   30        69        99           713.775          5.000          4.200           4.80           0.02            7.3
   30        70       100           712.285          5.000          4.200           4.79           0.00           12.4
   30        71       101           710.700          5.300          4.200           4.98           0.02           24.8
   30        72       102           716.470          5.300          4.200           4.98           0.04            5.2
   30        73       103           714.025          5.400          4.200           5.11           0.08            1.6
   30        74       104           713.430          5.400          4.200           5.06           0.08            1.6
   30        75       105           714.975          5.600          4.200           5.21           0.12            5.2
   30        76       106           713.310          5.500          4.200           5.19           0.10            3.1
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  31   Ga
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   31        40        71           630.240          4.100          4.000           4.08           0.24            8.3
   31        41        72           641.265          4.100          3.900           4.01           0.03           39.3
   31        42        73           651.330          4.100          3.900           4.03           0.02           30.2
   31        43        74           657.300          4.100          3.900           4.05           0.04            5.2
   31        44        75           664.410          4.200          4.000           4.07           0.05            1.6
   31        45        76           671.130          4.200          4.000           4.09           0.06            0.3
   31        46        77           675.880          4.200          4.000           4.11           0.07            3.3
   31        47        78           682.475          4.200          4.000           4.13           0.06            1.5
   31        48        79           689.275          4.200          4.000           4.14           0.05            9.1
   31        49        80           695.805          4.200          4.000           4.15           0.01           30.5
   31        50        81           699.435          4.300          4.000           4.18           0.04           51.8
   31        51        82           706.340          4.300          4.000           4.22           0.05           28.5
   31        52        83           708.020          4.400          4.000           4.24           0.05           45.5
   31        53        84           712.655          4.400          4.000           4.27           0.04           47.9
   31        54        85           711.505          4.400          4.000           4.29           0.04           23.8
   31        55        86           717.825          4.500          4.000           4.33           0.00           25.0
   31        56        87           725.780          4.500          4.000           4.35           0.01           59.4
   31        57        88           725.520          4.500          4.100           4.38           0.02           42.2
   31        58        89           726.705          4.600          4.100           4.41           0.03           51.1
   31        59        90           728.250          4.600          4.100           4.44           0.04           40.6
   31        60        91           731.315          4.700          4.100           4.47           0.04           54.0
   31        61        92           729.495          4.700          4.100           4.51           0.09           31.2
   31        62        93           732.020          4.700          4.100           4.54           0.08           35.4
   31        63        94           730.615          4.800          4.200           4.59           0.13           26.3
   31        64        95           733.605          4.800          4.200           4.62           0.14           17.9
   31        65        96           733.710          4.900          4.200           4.67           0.16           19.0
   31        66        97           731.950          4.900          4.200           4.70           0.15           23.3
   31        67        98           735.610          5.000          4.200           4.77           0.16           17.5
   31        68        99           734.290          5.000          4.200           4.80           0.16           25.3
   31        69       100           736.890          5.300          4.200           4.97           0.16           29.6
   31        70       101           736.060          5.200          4.200           4.89           0.17           29.8
   31        71       102           738.225          5.300          4.300           5.03           0.19           17.8
   31        72       103           739.350          5.300          4.300           5.04           0.19           27.0
   31        73       104           739.380          5.300          4.200           4.99           0.09            2.6
   31        74       105           735.860          5.200          4.300           4.98           0.07            3.1
   31        75       106           741.055          5.400          4.300           5.09           0.11            8.2
   31        76       107           740.050          5.400          4.300           5.09           0.10            8.6
   31        77       108           740.435          5.500          4.300           5.16           0.14           21.6
   31        78       109           742.015          5.500          4.300           5.16           0.12           25.6
   31        79       110           741.945          5.500          4.300           5.21           0.14           16.9
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  32   Ge
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   32        40        72           641.350          4.100          4.000           4.10           0.25            8.6
   32        41        73           649.065          4.100          4.000           4.02           0.05           48.9
   32        42        74           661.565          4.100          4.000           4.04           0.03           26.3
   32        43        75           667.115          4.100          4.000           4.06           0.05            6.3
   32        44        76           674.075          4.200          4.000           4.08           0.07            6.2
   32        45        77           684.170          4.200          4.000           4.10           0.06            0.1
   32        46        78           688.240          4.200          4.000           4.12           0.08            6.4
   32        47        79           696.395          4.200          4.000           4.13           0.06            7.2
   32        48        80           701.035          4.200          4.000           4.15           0.06           10.9
   32        49        81           711.120          4.200          4.000           4.16           0.01           46.1
   32        50        82           714.395          4.300          4.000           4.18           0.03           57.6
   32        51        83           717.860          4.300          4.000           4.22           0.06           35.0
   32        52        84           723.290          4.300          4.000           4.24           0.06           41.3
   32        53        85           727.210          4.400          4.100           4.27           0.05           49.6
   32        54        86           732.705          4.400          4.100           4.29           0.05           55.3
   32        55        87           736.665          4.500          4.100           4.32           0.04           55.3
   32        56        88           739.660          4.500          4.100           4.34           0.05           49.4
   32        57        89           741.515          4.500          4.100           4.37           0.06           48.1
   32        58        90           743.780          4.600          4.100           4.41           0.06           38.0
   32        59        91           746.915          4.600          4.100           4.43           0.05           53.1
   32        60        92           747.030          4.600          4.100           4.46           0.08           51.1
   32        61        93           750.315          4.700          4.100           4.49           0.06           50.1
   32        62        94           751.220          4.700          4.200           4.52           0.07           56.7
   32        63        95           752.295          4.700          4.200           4.54           0.06           49.0
   32        64        96           753.190          4.800          4.200           4.57           0.06           50.9
   32        65        97           754.600          4.800          4.200           4.61           0.05           54.1
   32        66        98           755.765          4.800          4.200           4.63           0.05           57.0
   32        67        99           755.650          4.800          4.200           4.65           0.03           50.9
   32        68       100           757.540          4.900          4.200           4.67           0.03           56.7
   32        69       101           757.995          4.900          4.200           4.69           0.01           56.8
   32        70       102           759.055          4.900          4.200           4.72           0.01           57.6
   32        71       103           759.575          4.900          4.300           4.73           0.04           19.5
   32        72       104           760.260          5.000          4.300           4.76           0.03           13.1
   32        73       105           759.995          5.200          4.300           4.90           0.08            2.3
   32        74       106           760.915          5.100          4.300           4.89           0.07            4.9
   32        75       107           758.910          5.300          4.300           4.99           0.11            6.2
   32        76       108           760.080          5.200          4.300           4.97           0.09            5.0
   32        77       109           764.900          5.300          4.300           5.07           0.13           18.1
   32        78       110           764.505          5.300          4.300           5.06           0.10           24.8
   32        79       111           764.445          5.400          4.300           5.11           0.12           18.9
   32        80       112           764.030          5.400          4.300           5.13           0.11           20.0
   32        81       113           765.230          5.500          4.300           5.22           0.11           55.6
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  33   As
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   33        40        73           649.705          4.100          4.000           4.09           0.21           14.0
   33        41        74           660.405          4.100          4.000           4.04           0.05           48.1
   33        42        75           663.450          4.100          4.000           4.06           0.04           21.0
   33        43        76           676.820          4.100          4.000           4.08           0.07            4.3
   33        44        77           685.305          4.200          4.000           4.10           0.07            2.0
   33        45        78           692.415          4.200          4.000           4.12           0.08            2.6
   33        46        79           701.640          4.200          4.000           4.13           0.09            4.6
   33        47        80           707.485          4.200          4.000           4.15           0.07            2.0
   33        48        81           715.670          4.200          4.000           4.16           0.07            9.4
   33        49        82           722.570          4.200          4.000           4.17           0.02           44.8
   33        50        83           729.530          4.300          4.100           4.19           0.04           59.6
   33        51        84           733.555          4.300          4.100           4.22           0.05           29.4
   33        52        85           740.075          4.300          4.100           4.24           0.06           40.6
   33        53        86           743.905          4.400          4.100           4.27           0.05           46.7
   33        54        87           749.450          4.400          4.100           4.29           0.05           50.3
   33        55        88           752.490          4.400          4.100           4.32           0.04           53.2
   33        56        89           756.990          4.500          4.100           4.34           0.05           50.4
   33        57        90           759.310          4.500          4.100           4.37           0.06           46.7
   33        58        91           759.985          4.500          4.200           4.40           0.09           48.6
   33        59        92           763.645          4.600          4.200           4.43           0.08           59.1
   33        60        93           765.540          4.600          4.200           4.46           0.09           58.9
   33        61        94           769.280          4.600          4.200           4.48           0.06           45.9
   33        62        95           770.935          4.700          4.200           4.51           0.07           56.1
   33        63        96           771.850          4.700          4.200           4.53           0.06           44.9
   33        64        97           773.910          4.700          4.200           4.56           0.07           45.7
   33        65        98           775.315          4.800          4.200           4.58           0.06           54.1
   33        66        99           776.825          4.800          4.200           4.62           0.05           57.8
   33        67       100           777.795          4.800          4.200           4.63           0.04           46.6
   33        68       101           779.205          4.800          4.200           4.65           0.03           53.2
   33        69       102           776.660          4.900          4.200           4.68           0.01           56.8
   33        70       103           781.465          4.900          4.300           4.70           0.02           59.0
   33        71       104           781.840          4.900          4.300           4.71           0.04            7.0
   33        72       105           783.410          5.000          4.300           4.75           0.03           20.0
   33        73       106           782.615          5.000          4.300           4.78           0.09            0.6
   33        74       107           782.595          5.000          4.300           4.79           0.07            1.2
   33        75       108           785.465          5.100          4.300           4.89           0.10            2.3
   33        76       109           785.615          5.100          4.300           4.86           0.09            2.1
   33        77       110           787.890          5.300          4.300           5.01           0.12            6.9
   33        78       111           788.280          5.200          4.300           4.97           0.10           10.7
   33        79       112           787.945          5.400          4.400           5.09           0.12            9.7
   33        80       113           789.685          5.300          4.400           5.07           0.10           22.2
   33        81       114           786.370          5.400          4.400           5.14           0.13           57.6
   33        82       115           788.455          5.300          4.400           5.09           0.09           55.2
   33        83       116           788.325          5.500          4.400           5.17           0.08           42.3
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  34   Se
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   34        40        74           648.330          4.100          4.100           4.12           0.22           15.1
   34        41        75           664.005          4.100          4.000           4.05           0.06           57.9
   34        42        76           674.120          4.100          4.000           4.07           0.05           52.6
   34        43        77           681.175          4.100          4.000           4.10           0.10            0.7
   34        44        78           689.670          4.200          4.000           4.11           0.09            0.3
   34        45        79           702.505          4.200          4.100           4.13           0.10            0.5
   34        46        80           708.450          4.200          4.100           4.15           0.10            1.8
   34        47        81           714.625          4.200          4.100           4.16           0.08            1.1
   34        48        82           725.765          4.200          4.100           4.17           0.07            8.2
   34        49        83           731.630          4.200          4.100           4.18           0.00           27.8
   34        50        84           737.340          4.300          4.100           4.20           0.02           57.0
   34        51        85           745.965          4.300          4.100           4.23           0.05           31.0
   34        52        86           749.490          4.300          4.100           4.25           0.06           35.0
   34        53        87           756.265          4.400          4.100           4.27           0.05           26.7
   34        54        88           760.785          4.400          4.100           4.30           0.05           41.5
   34        55        89           764.795          4.400          4.100           4.32           0.04           50.5
   34        56        90           768.420          4.500          4.100           4.34           0.05           50.0
   34        57        91           770.450          4.500          4.200           4.37           0.07           44.6
   34        58        92           773.330          4.500          4.200           4.41           0.09           48.2
   34        59        93           773.930          4.600          4.200           4.43           0.08           47.6
   34        60        94           777.445          4.600          4.200           4.46           0.09           56.7
   34        61        95           783.640          4.600          4.200           4.48           0.06           42.5
   34        62        96           784.715          4.700          4.200           4.50           0.07           56.0
   34        63        97           787.055          4.700          4.200           4.53           0.07           44.9
   34        64        98           790.600          4.700          4.200           4.55           0.07           42.2
   34        65        99           789.630          4.700          4.200           4.58           0.06           54.0
   34        66       100           790.090          4.800          4.200           4.60           0.06           57.9
   34        67       101           791.065          4.800          4.300           4.62           0.04           52.0
   34        68       102           792.960          4.800          4.300           4.64           0.04           54.5
   34        69       103           796.245          4.800          4.300           4.66           0.00            9.7
   34        70       104           797.660          4.900          4.300           4.68           0.01           57.5
   34        71       105           801.385          4.900          4.300           4.70           0.04            8.9
   34        72       106           800.500          4.900          4.300           4.72           0.03           13.2
   34        73       107           805.150          4.900          4.300           4.76           0.09            0.7
   34        74       108           802.665          5.000          4.300           4.77           0.07            0.5
   34        75       109           807.050          5.000          4.400           4.81           0.11            0.1
   34        76       110           807.365          5.000          4.400           4.85           0.09            0.4
   34        77       111           807.575          5.000          4.400           4.84           0.11            2.8
   34        78       112           808.280          5.000          4.400           4.85           0.09            3.0
   34        79       113           810.515          5.200          4.400           4.98           0.12            2.6
   34        80       114           811.400          5.100          4.400           4.93           0.10           16.9
   34        81       115           808.730          5.200          4.400           4.99           0.09           55.5
   34        82       116           808.410          5.200          4.400           5.01           0.10           56.0
   34        83       117           808.225          5.300          4.400           5.04           0.10           45.2
   34        84       118           813.120          5.300          4.400           5.05           0.09           49.3
   34        85       119           814.445          5.300          4.400           5.10           0.08           47.8
   34        86       120           812.890          5.300          4.400           5.11           0.09           48.3
 --------------------------------------------------------------------------------------------------------------------
 
  Z=  35   Br
 
 --------------------------------------------------------------------------------------------------------------------
   Z         N         A              BE              Rn             Rp              Rt            beta           gamma
 --------------------------------------------------------------------------------------------------------------------
   35        45        80           707.845          4.200          4.100           4.15           0.10            1.7
   35        46        81           718.360          4.200          4.100           4.16           0.11            0.2
   35        47        82           726.115          4.200          4.100           4.17           0.09            0.8
   35        48        83           734.530          4.200          4.100           4.18           0.08            3.5
   35        49        84           746.645          4.200          4.100           4.19           0.02            4.0
